Fact_ID,Element_Name,Value,Unit,Is_Null,Context_Ref,Entity_ID,Period_Start,Period_End,Instant_Date,Taxonomy_Prefix,Element_Local_Name
Fact001013,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,60000.0,USD,false,AsOf2025-06-30,0000923601,,,2025-06-30,us-gaap,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions
Fact001073,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,484.0,Shares,false,From2025-04-012025-06-30_us-gaap_EmployeeStockOptionMember,0000923601,2025-04-01,2025-06-30,,us-gaap,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount
Fact001075,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,484.0,Shares,false,From2025-01-012025-06-30_us-gaap_EmployeeStockOptionMember,0000923601,2025-01-01,2025-06-30,,us-gaap,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount
Fact001081,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,543.0,Shares,false,From2024-04-012024-06-30_us-gaap_EmployeeStockOptionMember,0000923601,2024-04-01,2024-06-30,,us-gaap,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount
Fact001083,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,543.0,Shares,false,From2024-01-012024-06-30_us-gaap_EmployeeStockOptionMember,0000923601,2024-01-01,2024-06-30,,us-gaap,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount
Fact001132,InterestExpenseLongTermDebt,11000.0,USD,false,From2025-06-172025-06-17_custom_SecuritiesPurchaseAgreementMember_custom_ThousandEightHundredDiagonalLendingLLCMember,0000923601,2025-06-17,2025-06-17,,us-gaap,InterestExpenseLongTermDebt
Fact001276,IncomeTaxExpenseBenefit,52000.0,USD,false,From2025-04-012025-06-30_us-gaap_DomesticCountryMember,0000923601,2025-04-01,2025-06-30,,us-gaap,IncomeTaxExpenseBenefit
Fact001278,IncomeTaxExpenseBenefit,52000.0,USD,false,From2025-01-012025-06-30_us-gaap_DomesticCountryMember,0000923601,2025-01-01,2025-06-30,,us-gaap,IncomeTaxExpenseBenefit
Fact001284,Revenues,1564000.0,USD,false,From2025-04-012025-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2025-04-01,2025-06-30,,us-gaap,Revenues
Fact001287,Revenues,2440000.0,USD,false,From2024-04-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-04-01,2024-06-30,,us-gaap,Revenues
Fact001290,Revenues,3434000.0,USD,false,From2025-01-012025-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2025-01-01,2025-06-30,,us-gaap,Revenues
Fact001293,Revenues,4866000.0,USD,false,From2024-01-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-01-01,2024-06-30,,us-gaap,Revenues
Fact001297,CostOfRevenue,270000.0,USD,false,From2025-04-012025-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2025-04-01,2025-06-30,,us-gaap,CostOfRevenue
Fact001300,CostOfRevenue,2116000.0,USD,false,From2024-04-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-04-01,2024-06-30,,us-gaap,CostOfRevenue
Fact001303,CostOfRevenue,1634000.0,USD,false,From2025-01-012025-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2025-01-01,2025-06-30,,us-gaap,CostOfRevenue
Fact001306,CostOfRevenue,4040000.0,USD,false,From2024-01-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-01-01,2024-06-30,,us-gaap,CostOfRevenue
Fact001336,DepreciationAndAmortization,28000.0,USD,false,From2025-04-012025-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2025-04-01,2025-06-30,,us-gaap,DepreciationAndAmortization
Fact001339,DepreciationAndAmortization,54000.0,USD,false,From2024-04-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-04-01,2024-06-30,,us-gaap,DepreciationAndAmortization
Fact001362,ShareBasedCompensation,38000.0,USD,false,From2025-04-012025-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2025-04-01,2025-06-30,,us-gaap,ShareBasedCompensation
Fact001365,ShareBasedCompensation,17000.0,USD,false,From2024-04-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-04-01,2024-06-30,,us-gaap,ShareBasedCompensation
Fact001417,InterestExpense,17000.0,USD,false,From2024-04-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-04-01,2024-06-30,,us-gaap,InterestExpense
Fact001423,InterestExpense,45000.0,USD,false,From2024-01-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-01-01,2024-06-30,,us-gaap,InterestExpense
Fact001453,NetIncomeLoss,310000.0,USD,false,From2025-04-012025-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2025-04-01,2025-06-30,,us-gaap,NetIncomeLoss
Fact001456,NetIncomeLoss,6119000.0,USD,false,From2024-04-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-04-01,2024-06-30,,us-gaap,NetIncomeLoss
Fact001459,NetIncomeLoss,8467000.0,USD,false,From2025-01-012025-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2025-01-01,2025-06-30,,us-gaap,NetIncomeLoss
Fact001462,NetIncomeLoss,8486000.0,USD,false,From2024-01-012024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,2024-01-01,2024-06-30,,us-gaap,NetIncomeLoss
Fact001472,Assets,12367000.0,USD,false,AsOf2024-06-30_us-gaap_OperatingSegmentsMember_custom_SingingMachineMember,0000923601,,,2024-06-30,us-gaap,Assets
Fact001669,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesLongTermDebt,2008000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesLongTermDebt
Fact001673,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,593000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents
Fact001675,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,319000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables
Fact001677,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets,377000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets
Fact001679,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,11000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment
Fact001681,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOtherNoncurrentAssets,489000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOtherNoncurrentAssets
Fact001683,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,372000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable
Fact001685,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther,975000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther
Fact001687,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,442000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet
Fact001689,BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,3632000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet
Fact001693,BusinessAcquisitionsProFormaRevenue,7438000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,BusinessAcquisitionsProFormaRevenue
Fact001694,BusinessAcquisitionsProFormaRevenue,6135000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,BusinessAcquisitionsProFormaRevenue
Fact001699,BusinessAcquisitionsProFormaNetIncomeLoss,11313000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,BusinessAcquisitionsProFormaNetIncomeLoss
Fact001700,BusinessAcquisitionsProFormaNetIncomeLoss,8735000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,BusinessAcquisitionsProFormaNetIncomeLoss
Fact001723,Cash,6703000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,Cash
Fact001730,AllowanceForDoubtfulAccountsReceivableCurrent,174000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,AllowanceForDoubtfulAccountsReceivableCurrent
Fact001726,AccountsReceivableNet,7308000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember_us-gaap_NonrelatedPartyMember,0000923601,,,2023-12-31,us-gaap,AccountsReceivableNet
Fact001745,InventoryNet,6871000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,InventoryNet
Fact001748,OtherAssetsCurrent,1919000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,OtherAssetsCurrent
Fact001751,PrepaidExpenseAndOtherAssetsCurrent,136000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,PrepaidExpenseAndOtherAssetsCurrent
Fact001754,AssetsCurrent,23206000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,AssetsCurrent
Fact001763,OtherAssetsNoncurrent,179000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,OtherAssetsNoncurrent
Fact001772,Assets,27715000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,Assets
Fact001784,AccruedLiabilitiesCurrent,2614000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,AccruedLiabilitiesCurrent
Fact001805,OtherLiabilitiesCurrent,159000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,OtherLiabilitiesCurrent
Fact001808,LiabilitiesCurrent,16209000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,LiabilitiesCurrent
Fact001817,OtherLiabilitiesNoncurrent,3000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,OtherLiabilitiesNoncurrent
Fact001820,Liabilities,20137000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,Liabilities
Fact001864,CommonStockSharesOutstanding,32090.0,Shares,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,CommonStockSharesOutstanding
Fact001870,RetainedEarningsAccumulatedDeficit,25915000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,RetainedEarningsAccumulatedDeficit
Fact001879,LiabilitiesAndStockholdersEquity,27715000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,LiabilitiesAndStockholdersEquity
Fact001881,RevenueFromContractWithCustomerExcludingAssessedTax,23494000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax
Fact001882,RevenueFromContractWithCustomerExcludingAssessedTax,29198000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax
Fact001884,CostOfGoodsAndServicesSold,18713000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,CostOfGoodsAndServicesSold
Fact001885,CostOfGoodsAndServicesSold,23008000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,CostOfGoodsAndServicesSold
Fact001887,GrossProfit,4781000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,GrossProfit
Fact001888,GrossProfit,6190000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,GrossProfit
Fact001905,OperatingIncomeLoss,13925000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,OperatingIncomeLoss
Fact001906,OperatingIncomeLoss,6143000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,OperatingIncomeLoss
Fact001923,NonoperatingIncomeExpense,10442000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,NonoperatingIncomeExpense
Fact001924,NonoperatingIncomeExpense,255000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,NonoperatingIncomeExpense
Fact001935,NetIncomeLossAttributableToNoncontrollingInterest,1110000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,NetIncomeLossAttributableToNoncontrollingInterest
Fact001938,NetIncomeLossAvailableToCommonStockholdersBasic,23257000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,NetIncomeLossAvailableToCommonStockholdersBasic
Fact001939,NetIncomeLossAvailableToCommonStockholdersBasic,6398000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,NetIncomeLossAvailableToCommonStockholdersBasic
Fact001941,EarningsPerShareBasic,353.87,USDPShares,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,EarningsPerShareBasic
Fact001943,EarningsPerShareDiluted,353.87,USDPShares,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,EarningsPerShareDiluted
Fact001945,EarningsPerShareBasic,263.04,USDPShares,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,EarningsPerShareBasic
Fact001947,EarningsPerShareDiluted,263.04,USDPShares,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,EarningsPerShareDiluted
Fact001949,WeightedAverageNumberOfSharesOutstandingBasic,65722.0,Shares,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,WeightedAverageNumberOfSharesOutstandingBasic
Fact001951,WeightedAverageNumberOfDilutedSharesOutstanding,65722.0,Shares,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding
Fact001953,WeightedAverageNumberOfSharesOutstandingBasic,24323.0,Shares,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,WeightedAverageNumberOfSharesOutstandingBasic
Fact001955,WeightedAverageNumberOfDilutedSharesOutstanding,24323.0,Shares,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding
Fact001963,SharesOutstanding,15837.0,Shares,false,AsOf2023-03-31_us-gaap_CommonStockMember_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-03-31,us-gaap,SharesOutstanding
Fact001958,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,29848000.0,USD,false,AsOf2023-03-31_us-gaap_AdditionalPaidInCapitalMember_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-03-31,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
Fact001980,StockGrantedDuringPeriodValueSharebasedCompensation,110000.0,USD,false,From2023-04-012023-12-31_us-gaap_AdditionalPaidInCapitalMember_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,StockGrantedDuringPeriodValueSharebasedCompensation
Fact002027,StockIssuedDuringPeriodSharesShareBasedCompensation,5099.0,Shares,false,From2024-01-012024-12-31_us-gaap_CommonStockMember_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,StockIssuedDuringPeriodSharesShareBasedCompensation
Fact002022,StockGrantedDuringPeriodValueSharebasedCompensation,630000.0,USD,false,From2024-01-012024-12-31_us-gaap_AdditionalPaidInCapitalMember_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,StockGrantedDuringPeriodValueSharebasedCompensation
Fact002082,DepreciationAndAmortization,192000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,DepreciationAndAmortization
Fact002083,DepreciationAndAmortization,287000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,DepreciationAndAmortization
Fact002085,DeferredIncomeTaxExpenseBenefit,30000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,DeferredIncomeTaxExpenseBenefit
Fact002109,InventoryWriteDown,918000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,InventoryWriteDown
Fact002110,InventoryWriteDown,1798000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,InventoryWriteDown
Fact002124,ShareBasedCompensation,630000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,ShareBasedCompensation
Fact002125,ShareBasedCompensation,110000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,ShareBasedCompensation
Fact002133,IncreaseDecreaseInAccountsReceivable,3114000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,IncreaseDecreaseInAccountsReceivable
Fact002134,IncreaseDecreaseInAccountsReceivable,5241000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,IncreaseDecreaseInAccountsReceivable
Fact002136,IncreaseDecreaseInAccountsReceivableRelatedParties,57000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,IncreaseDecreaseInAccountsReceivableRelatedParties
Fact002137,IncreaseDecreaseInAccountsReceivableRelatedParties,30000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,IncreaseDecreaseInAccountsReceivableRelatedParties
Fact002142,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,29000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets
Fact002143,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,215000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets
Fact002146,IncreaseDecreaseInOtherNoncurrentAssets,76000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,IncreaseDecreaseInOtherNoncurrentAssets
Fact002151,IncreaseDecreaseInAccruedLiabilities,1076000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,IncreaseDecreaseInAccruedLiabilities
Fact002152,IncreaseDecreaseInAccruedLiabilities,348000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,IncreaseDecreaseInAccruedLiabilities
Fact002163,NetCashProvidedByUsedInOperatingActivities,8556000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,NetCashProvidedByUsedInOperatingActivities
Fact002164,NetCashProvidedByUsedInOperatingActivities,411000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,NetCashProvidedByUsedInOperatingActivities
Fact002184,NetCashProvidedByUsedInInvestingActivities,2245000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,NetCashProvidedByUsedInInvestingActivities
Fact002185,NetCashProvidedByUsedInInvestingActivities,14000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,NetCashProvidedByUsedInInvestingActivities
Fact002208,NetCashProvidedByUsedInFinancingActivities,11648000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,NetCashProvidedByUsedInFinancingActivities
Fact002209,NetCashProvidedByUsedInFinancingActivities,3411000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,NetCashProvidedByUsedInFinancingActivities
Fact002211,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,847000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect
Fact002212,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,3808000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect
Fact002215,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,2895000.0,USD,false,AsOf2023-03-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-03-31,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations
Fact002292,OtherCostOfOperatingRevenue,2059000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,OtherCostOfOperatingRevenue
Fact002294,OtherCostOfOperatingRevenue,2648000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,OtherCostOfOperatingRevenue
Fact002344,FinitelivedIntangibleAssetsAcquired1,1050000.0,USD,false,From2024-10-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-10-01,2024-12-31,,us-gaap,FinitelivedIntangibleAssetsAcquired1
Fact002360,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,17000.0,USD,false,AsOf2024-07-03_custom_SemiCabIncMember_srt_ScenarioPreviouslyReportedMember37441312,0000923601,,,2024-07-03,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents
Fact002362,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,193000.0,USD,false,AsOf2024-07-03_custom_SemiCabIncMember_srt_ScenarioPreviouslyReportedMember37441312,0000923601,,,2024-07-03,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables
Fact002364,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets,13000.0,USD,false,AsOf2024-07-03_custom_SemiCabIncMember_srt_ScenarioPreviouslyReportedMember37441312,0000923601,,,2024-07-03,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets
